category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
2,2017-03,3,2017,3/10/17 14:30,64701,2,"LARCENY-FROM MTR VEH UNDER $500",0,CHIPPEWA ST / HAMPTON AVE,7, , , , ,38.59351921,-90.29423176,618
6,2017-03,3,2017,3/10/17 15:00,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4361,WILCOX AVE,5, , ,4361,WILCOX,38.58158382,-90.26982156,619
2,2017-03,3,2017,3/10/17 15:00,72140,2,"AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT",1300,HAMPTON AVE,41, ,SUITE 101A,1300,HAMPTON,38.62611975,-90.28702922,620
2,2017-03,3,2017,3/10/17 15:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",2821,DALTON AVE,13, ,REAR,2821,DALTON,38.60832934,-90.28577647,621
2,2017-03,3,2017,3/10/17 15:40,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3608,N 25TH ST,65, , ,3608,25TH,38.65848002,-90.20799651,622
2,2017-03,3,2017,3/10/17 16:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5838,NEOSHO ST,8, , ,5838,NEOSHO,38.58590722,-90.2940936,623
2,2017-03,3,2017,3/10/17 16:15,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1001,S 3RD ST,34, , , , ,38.61581033,-90.19262599,624
6,2017-03,3,2017,3/10/17 16:30,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3000,CHIPPEWA ST,16, , ,3000,CHIPPEWA,38.58690365,-90.23520367,625
6,2017-03,3,2017,3/10/17 17:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1409,MISSOURI AVE,32, , ,1409,MISSOURI,38.61763538,-90.21841727,626
2,2017-03,3,2017,3/10/17 17:00,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4055,HARTFORD ST,15, , ,4055,HARTFORD,38.60326497,-90.25457291,627
2,2017-03,3,2017,3/10/17 17:30,51322,3,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",3313,WISCONSIN AVE,22, , ,3313,WISCONSIN,38.59408413,-90.22095607,628
2,2017-03,3,2017,3/10/17 17:30,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1134,TALMAGE AVE,39, , , , ,38.62767839,-90.25167669,629
2,2017-03,3,2017,3/10/17 17:30,71013,5,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,DR MARTIN LUTHER KING DR / N T,54, , , , ,38.65781807,-90.24807172,630
2,2017-03,3,2017,3/10/17 18:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5132,WATERMAN BLVD,38, , ,5132,WATERMAN,38.64832176,-90.26888548,631
6,2017-03,3,2017,3/10/17 18:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2153,STANSBURY ST,18, ,APT B,2153,STANSBURY,38.58724547,-90.2250587,632
3,2017-03,3,2017,3/10/17 18:58,91113,3,"SIMPLE ASSAULT-ADULT/NO INJURY",3147,CHEROKEE ST,19,TOWER TACO, ,3147,CHEROKEE,38.59491331,-90.2363149,633
2,2017-03,3,2017,3/10/17 19:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",5400,CHRISTY AVE,5, , ,5400,CHRISTY,38.5795949,-90.27517384,634
2,2017-03,3,2017,3/10/17 19:01,52312,3,"BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED",3956,S BROADWAY,18,BOOST MOBILE, ,3956,BROADWAY,38.58286787,-90.22716285,635
2,2017-03,3,2017,3/10/17 19:10,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",301,DE BALIVIERE AVE,47,CECIL WHITAKERS, ,250,DE BALIVIERE,38.648564,-90.2850478,636
3,2017-03,3,2017,3/10/17 19:25,91123,4,"SIMPLE ASSAULT-CHILD/NO INJURY",2009,HEBERT ST,63, ,@WHITE CASTLE - HEBERT, , ,38.65527181,-90.20215653,637
2,2017-03,3,2017,3/10/17 20:00,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",6942,SUTHERLAND AVE,9, , ,6942,SUTHERLAND,38.59217773,-90.31129223,638
3,2017-03,3,2017,3/10/17 21:10,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",4355,S BROADWAY,17, , , , ,38.57686797,-90.23251028,639
2,2017-03,3,2017,3/10/17 21:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",1399,BLACKSTONE AVE,78, , ,1399,BLACKSTONE,38.66853071,-90.27979144,640
2,2017-03,3,2017,3/10/17 21:31,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",2015,S 9TH ST,21, , , , ,38.60690538,-90.20547288,641
2,2017-03,3,2017,3/10/17 21:40,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",3630,S GRAND BLVD,19, , ,3630,GRAND,38.59093119,-90.24349837,642
2,2017-03,3,2017,3/10/17 21:45,64711,1,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",6409,RUTH DR,4, , ,6409,RUTH,38.57135871,-90.27834542,643
3,2017-03,3,2017,3/10/17 22:00,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,GOODFELLOW BLVD / I 70 EASTBOU,70, , , , ,38.70045111,-90.2639789,644
6,2017-03,3,2017,3/10/17 22:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1329,KENTUCKY AVE,39, , ,1329,KENTUCKY,38.62545561,-90.25234418,645
2,2017-03,3,2017,3/10/17 22:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",612,N 3RD ST,35, , ,612,3RD,38.63000063,-90.18516333,646
2,2017-03,3,2017,3/10/17 22:11,69703,4,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",1200,CLARK AVE,36, , ,1300,CLARK,38.6251714,-90.20011994,647
3,2017-03,3,2017,3/10/17 22:20,41011,1,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",8223,MICHIGAN AVE,2, , ,8223,MICHIGAN,38.5446452,-90.26659775,648
6,2017-03,3,2017,3/10/17 22:32,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4444,MARGARETTA AVE,69, , ,3921,NEWSTEAD,38.67233491,-90.23651275,649
2,2017-03,3,2017,3/10/17 22:35,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",0,CLARA AVE / KINGSBURY AVE,47, , , , ,38.65102506,-90.28246288,650
3,2017-03,3,2017,3/10/17 23:00,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1433,HOGAN ST,61, , ,1433,HOGAN,38.64250775,-90.20281228,651
2,2017-03,3,2017,3/10/17 23:00,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",601,CLARK AVE,35,BALLPARK VILLAGE ST LOUIS, ,601,CLARK,38.62368926,-90.1919168,652
3,2017-03,3,2017,3/11/17 0:10,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4173,SCHILLER PL,5, , ,4173,SCHILLER,38.57750175,-90.26652295,653
3,2017-03,3,2017,3/11/17 0:15,41015,6,"ASSLT-AGGRAV-FIREARM-2ND-ADULT-DOMESTIC",703,BLUFFVIEW DR,75, , ,703,BLUFFVIEW,38.7420233,-90.20569739,654
3,2017-03,3,2017,3/11/17 0:35,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",1718,OLIVE ST,36, ,@BAR- HARD TIMES LOUNGE, , ,38.63107166,-90.20523751,655
2,2017-03,3,2017,3/11/17 1:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",2300,ALLEN AVE,23, ,APT 1W,2300,ALLEN,38.61146341,-90.21992773,656
2,2017-03,3,2017,3/11/17 1:30,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3125,RUSSELL AVE,26, , ,3125,RUSSELL,38.61263824,-90.23145742,657
2,2017-03,3,2017,3/11/17 1:56,64701,2,"LARCENY-FROM MTR VEH UNDER $500",3660,GILES AVE,15, , ,3657,WINNEBAGO,38.5906049,-90.24623658,658
3,2017-03,3,2017,3/11/17 2:30,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",400,OLIVE ST,35, ,@HOTEL- HILTON,400,OLIVE,38.6273126,-90.18832449,659
6,2017-03,3,2017,3/11/17 3:30,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,SULPHUR AVE / WATSON RD,11, , ,5980,SOUTHWEST,38.6094402,-90.28963082,660
2,2017-03,3,2017,3/11/17 8:00,51112,3,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",3640,KOSCIUSKO ST,18, ,APT-105,3640,KOSCIUSKO,38.58715721,-90.21683464,661
2,2017-03,3,2017,3/11/17 8:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",3443,ITASKA ST,16, , ,3443,ITASKA,38.57327645,-90.24628006,662
2,2017-03,3,2017,3/11/17 10:00,51322,4,"BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED",1800,PRESERVATION PL,62,PRESERVATION SQUARE COMPLEX,PRESERVATION SQUARE COMPLEX,1800,PRESERVATION,38.64107458,-90.20181056,663
2,2017-03,3,2017,3/11/17 10:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",2718,GRAVOIS AVE,30, , ,2718,GRAVOIS,38.60322692,-90.22627674,664
2,2017-03,3,2017,3/11/17 10:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",1511,SANFORD AVE,43, , ,1511,SANFORD,38.62366245,-90.29803976,665
2,2017-03,3,2017,3/11/17 10:30,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4457,GRAVOIS AVE,5,TAFT STREET BAR AND GRILL,RESTAURANT PARKING LOT,4457,GRAVOIS,38.58537218,-90.2624319,666
2,2017-03,3,2017,3/11/17 10:45,64701,5,"LARCENY-FROM MTR VEH UNDER $500",1,CHILDRENS PL,38, , ,400,KINGSHIGHWAY,38.6370622,-90.26274872,667
2,2017-03,3,2017,3/11/17 11:00,51312,6,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",4027,FAIR AVE,68, ,VACANT / REHAB,4027,FAIR,38.66960558,-90.22697758,668
3,2017-03,3,2017,3/11/17 11:09,44012,1,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 2ND DEGRE",4616,OREGON AVE,17, , ,4616,OREGON,38.57195897,-90.23549988,669
2,2017-03,3,2017,3/11/17 11:15,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",3556,JAMIESON AVE,9, , ,3556,JAMIESON,38.59870506,-90.30805561,670
3,2017-03,3,2017,3/11/17 11:20,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",4001,COTTAGE AVE,56,BRIDGE OF HOPE COMMUNITY CHURCH, ,4001,COTTAGE,38.6566745,-90.23145311,671
2,2017-03,3,2017,3/11/17 11:30,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1624,DELMAR BLVD,36, ,REAR,1624,DELMAR,38.63425798,-90.20240069,672
5,2017-03,3,2017,3/11/17 11:44,115400,2,"STLG BY DECEIT/IDENTITY THEFT REPORT",6724,DELOR ST,8, , ,6724,DELOR,38.58472577,-90.30823801,673
2,2017-03,3,2017,3/11/17 12:00,51312,3,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",2216,OSAGE ST,18, , ,2206,OSAGE,38.5820689,-90.22602718,674
2,2017-03,3,2017,3/11/17 12:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",0,LINDELL BLVD / N NEWSTEAD AVE,38, , , , ,38.64181427,-90.25422686,675
2,2017-03,3,2017,3/11/17 13:00,63701,2,"LARCENY-SHOPLIFT UNDER $500",3859,GRAVOIS AVE,15,RAINBOW APPEARAL, ,3859,GRAVOIS,38.59303275,-90.25026849,676
2,2017-03,3,2017,3/11/17 13:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",400,S KINGSHIGHWAY BLVD,38, , ,400,KINGSHIGHWAY,38.63734864,-90.26590076,677
6,2017-03,3,2017,3/11/17 14:00,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4402,MINNESOTA AVE,17, ,1ST FL,4402,MINNESOTA,38.57634846,-90.23798208,678
2,2017-03,3,2017,3/11/17 14:25,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5244,WESTMINSTER PL,38,DRIVEWAY,RESIDENCE,5244,WESTMINSTER,38.64987049,-90.27170244,679
3,2017-03,3,2017,3/11/17 14:25,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",7609,S BROADWAY,2, , ,7615,BROADWAY,38.54739062,-90.25847741,680
2,2017-03,3,2017,3/11/17 14:30,64701,2,"LARCENY-FROM MTR VEH UNDER $500",3954,MIAMI ST,15, ,REAR PARKING LOT,3954,MIAMI,38.59271889,-90.2537691,681
2,2017-03,3,2017,3/11/17 15:00,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3427,OHIO AVE,19, , ,3427,OHIO,38.59281064,-90.22822491,682
2,2017-03,3,2017,3/11/17 15:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",4104,PECK ST,67, , , , ,38.6643801,-90.21319239,683
6,2017-03,3,2017,3/11/17 15:15,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3219,OSAGE ST,16, , ,3219,OSAGE,38.58433852,-90.23991496,684
2,2017-03,3,2017,3/11/17 15:22,69702,1,"LARCENY-ALL OTHER UNDER $500",3746,DUNNICA AVE,16, , ,3746,DUNNICA,38.58749098,-90.24877106,685
3,2017-03,3,2017,3/11/17 15:28,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2647,WINNEBAGO ST,19, , ,2647,WINNEBAGO,38.5884642,-90.22838858,686
2,2017-03,3,2017,3/11/17 15:30,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3202,S KINGSHIGHWAY BLVD,15,HOME DEPOT, ,3202,KINGSHIGHWAY,38.60267772,-90.26961598,687
6,2017-03,3,2017,3/11/17 15:30,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4344,SHAW BLVD,87, , ,4344,SHAW,38.61678024,-90.25711055,688
2,2017-03,3,2017,3/11/17 15:45,64701,6,"LARCENY-FROM MTR VEH UNDER $500",3708,SHREVE AVE,69, , ,3708,SHREVE,38.67396968,-90.24562833,689
2,2017-03,3,2017,3/11/17 16:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",3112,OLIVE ST,37, , ,3106,OLIVE,38.63504164,-90.22412669,690
2,2017-03,3,2017,3/11/17 16:05,64701,4,"LARCENY-FROM MTR VEH UNDER $500",801,N 1ST ST,35,ST. LOUIS PARKING LOT,NORTHWEST SIDE OF THE PARKING LOT, , ,38.63094144,-90.1837593,691
2,2017-03,3,2017,3/11/17 16:30,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,S 7TH ST / CERRE ST,35, , , , ,38.62099319,-90.19417161,692
3,2017-03,3,2017,3/11/17 16:35,91124,2,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",4178,SHAW BLVD,27, , ,3645,TEXAS,38.61646779,-90.25345273,693
2,2017-03,3,2017,3/11/17 16:48,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",116,E ROBERT AVE,2, , ,116,ROBERT,38.54921353,-90.25471654,694
2,2017-03,3,2017,3/11/17 17:00,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3514,MICHIGAN AVE,19, , ,3514,MICHIGAN,38.59226796,-90.23586308,695
6,2017-03,3,2017,3/11/17 17:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3525,MORGANFORD RD,15, , ,3525,MORGANFORD,38.59415498,-90.263066,696
2,2017-03,3,2017,3/11/17 17:01,51122,6,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",1441,SWITZER AVE,74, , ,1441,SWITZER,38.71427177,-90.24092869,697
2,2017-03,3,2017,3/11/17 17:15,64701,4,"LARCENY-FROM MTR VEH UNDER $500",2100,LOCUST ST,36, , ,2100,LOCUST,38.63296668,-90.20976676,698
2,2017-03,3,2017,3/11/17 17:30,67701,4,"LARCENY-FROM BUILDING UNDER $500",2933,JAMES COOL PAPA BELL AVE,59, , ,5555,PAGE,38.64300199,-90.21834044,699
2,2017-03,3,2017,3/11/17 17:30,71030,3,"AUTO THEFT-PERM RETNT/JOY RIDE",0,GRAVOIS AVE / POTOMAC ST,19, , , , ,38.59383067,-90.24214274,700
2,2017-03,3,2017,3/11/17 17:40,63701,6,"LARCENY-SHOPLIFT UNDER $500",3720,N KINGSHIGHWAY BLVD,69, , ,3720,KINGSHIGHWAY,38.67689171,-90.25091545,701
2,2017-03,3,2017,3/11/17 18:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5260,WESTMINSTER PL,38, , ,6260,WESTMINSTER,38.64993482,-90.27230767,702
2,2017-03,3,2017,3/11/17 19:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5262,WATERMAN BLVD,38, , ,5262,WATERMAN,38.64889204,-90.27264852,703
2,2017-03,3,2017,3/11/17 19:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5240,WATERMAN BLVD,38, , ,5240,WATERMAN,38.64861584,-90.27181953,704
6,2017-03,3,2017,3/11/17 19:30,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4000,DE TONTY ST,27, , ,2851,GRAVOIS,38.61685896,-90.24759765,705
6,2017-03,3,2017,3/11/17 19:40,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1212,CHOUTEAU AVE,33, , ,1212,CHOUTEAU,38.61899125,-90.20155236,706
7,2017-03,3,2017,3/11/17 20:00,152200,4,"WEAPONS-CITY VIOL/DISCHRGING IN CITY",1306,N 9TH ST,62, , ,1306,9TH,38.63721196,-90.19051665,707
3,2017-03,3,2017,3/11/17 20:00,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1121,VINSON ST,61, , ,1121,VINSON,38.63863612,-90.20502448,708
2,2017-03,3,2017,3/11/17 20:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3556,SHENANDOAH AVE,25, , ,3556,SHENANDOAH,38.60916879,-90.24060086,709
2,2017-03,3,2017,3/11/17 20:10,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",5825,ETZEL AVE,48, ,REAR PARKING LOT,5825,ETZEL,38.66399058,-90.28507769,710
2,2017-03,3,2017,3/11/17 20:45,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,COLE ST / DR MARTIN LUTHER KIN,59, , , , ,38.63917012,-90.21665882,711
2,2017-03,3,2017,3/11/17 22:00,52322,5,"BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE",278,N SKINKER BLVD,46, , , , ,38.64996461,-90.30066568,712
2,2017-03,3,2017,3/11/17 22:10,51211,3,"BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED",2758,ARMAND PL,24, , ,2758,ARMAND,38.60877207,-90.22675507,713
2,2017-03,3,2017,3/11/17 22:30,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",4109,PAPIN ST,39, , ,4109,PAPIN,38.62991829,-90.25002472,714
2,2017-03,3,2017,3/11/17 22:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5211,WESTMINSTER PL,38, , ,5211,WESTMINSTER,38.65039805,-90.27047695,715
2,2017-03,3,2017,3/11/17 23:00,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",600,N KINGSHIGHWAY BLVD,38,WASHINGTON APARMENTS,APARTMENT COMPLEX,600,KINGSHIGHWAY,38.65078678,-90.2629962,716
2,2017-03,3,2017,3/11/17 23:00,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",2819,OSAGE ST,16, , ,2819,OSAGE,38.58345505,-90.23291825,717
3,2017-03,3,2017,3/11/17 23:21,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",5855,ELMBANK AVE,50, , ,5824,SELBER,38.6838806,-90.27419384,718
3,2017-03,3,2017,3/11/17 23:30,41014,3,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC",1324,LASALLE LN,33, , ,1325,GRAND,38.61816252,-90.20392498,719
2,2017-03,3,2017,3/11/17 23:45,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",401,N GARRISON AVE,37, , , , ,38.63577465,-90.22174571,720
2,2017-03,3,2017,3/12/17 0:01,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5227,WESTMINSTER PL,38, , ,5227,WESTMINSTER,38.65045399,-90.27099746,721
3,2017-03,3,2017,3/12/17 0:25,91113,2,"SIMPLE ASSAULT-ADULT/NO INJURY",4112,MANCHESTER AVE,39,JUST JOHNS NIGHT CLUB, ,4112,MANCHESTER,38.62750357,-90.25081722,722
6,2017-03,3,2017,3/12/17 0:40,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3637,WISCONSIN AVE,18, ,APARTMENT B,3637,WISCONSIN,38.5881093,-90.22225268,723
2,2017-03,3,2017,3/12/17 1:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5086,WATERMAN BLVD,38, , ,5086,WATERMAN,38.64816498,-90.26736948,724
2,2017-03,3,2017,3/12/17 1:30,69602,1,"LARCENY-ALL OTHER $500 - $24,999",4431,S BROADWAY,17,CHARLESS HOME, ,4431,BROADWAY,38.57534496,-90.23439155,725
3,2017-03,3,2017,3/12/17 1:50,44013,4,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1128,WASHINGTON AVE,35, ,STREET, , ,38.63131751,-90.196148,726
4,2017-03,3,2017,3/12/17 1:50,83000,5,"ARSON-KNOWINGLY BURNING/SUCCESS",3301,WILLIAM PL,50, , ,3301,WILLIAM,38.6771906,-90.26124946,727
2,2017-03,3,2017,3/12/17 2:00,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",3607,HAMILTON AVE,50,BUDGET INN, ,5900,NATURAL BRIDGE,38.68658495,-90.27400912,728
6,2017-03,3,2017,3/12/17 2:55,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4402,RED BUD AVE,68, ,HOUSE,4402,RED BUD,38.67506493,-90.22601458,729
3,2017-03,3,2017,3/12/17 4:00,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",730,S BROADWAY,35, , ,2127,LYNCH,38.61897278,-90.19230064,730
6,2017-03,3,2017,3/12/17 5:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1405,WASHINGTON AVE,36, ,HIRO ASIAN KITCHEN,1405,WASHINGTON,38.63271085,-90.19978991,731
3,2017-03,3,2017,3/12/17 6:40,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",1300,N BROADWAY,64, , ,1199,RIVERVIEW,38.63750333,-90.18548552,732
2,2017-03,3,2017,3/12/17 8:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5123,WATERMAN BLVD,38, , ,5123,WATERMAN,38.64899917,-90.26847012,733
6,2017-03,3,2017,3/12/17 8:04,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6318,VERMONT AVE,1, , ,6318,VERMONT,38.55943831,-90.25208127,734
3,2017-03,3,2017,3/12/17 8:46,41013,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",4332,PENROSE ST,68, , ,4332,PENROSE,38.67419996,-90.23074278,735
2,2017-03,3,2017,3/12/17 10:30,64701,2,"LARCENY-FROM MTR VEH UNDER $500",5737,DELOR ST,7, , ,5737,DELOR,38.58432341,-90.29133507,736
2,2017-03,3,2017,3/12/17 12:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3460,OAK HILL AVE,15, ,APT 2S,3460,OAK HILL,38.59473423,-90.25630803,737
2,2017-03,3,2017,3/12/17 12:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1400,DELMAR BLVD,36, , ,1400,DELMAR,38.63372584,-90.19833354,738
2,2017-03,3,2017,3/12/17 13:19,69703,5,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",4614,NEWBERRY TER,54, , ,4614,NEWBERRY,38.65574911,-90.25261076,739
2,2017-03,3,2017,3/12/17 13:20,64711,4,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",1650,DELMAR BLVD,36, ,STREET PARKING, , ,38.63473656,-90.20271344,740
2,2017-03,3,2017,3/12/17 13:50,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,CLAMORGAN ALY / LUCAS AVE,35,LACLEDES LANDING,ALIAS LUCAS/CLAYMORGAN, , ,38.63009302,-90.18378438,741
2,2017-03,3,2017,3/12/17 14:30,71030,1,"AUTO THEFT-PERM RETNT/JOY RIDE",4747,ALASKA AVE,16, , ,4747,ALASKA,38.57195115,-90.24737289,742
3,2017-03,3,2017,3/12/17 15:30,42014,5,"ASSLT-AGGRV-KNIFE/CUT-1ST-ADULT-DOMESTIC",5615,KENNERLY AVE,50, , ,5615,KENNERLY,38.67550212,-90.27239308,743
2,2017-03,3,2017,3/12/17 16:30,51330,2,"BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY",2529,S KINGSHIGHWAY BLVD,13, , ,2529,KINGSHIGHWAY,38.61047964,-90.26859677,744
2,2017-03,3,2017,3/12/17 16:30,69703,5,"LARCENY-ALL OTH/FRM PRSN/UNDER $500",410,S EUCLID AVE,38,CWE METROLINK STATION, ,410,EUCLID,38.63666422,-90.26283685,745
2,2017-03,3,2017,3/12/17 17:00,64701,4,"LARCENY-FROM MTR VEH UNDER $500",0,N GRAND BLVD / PAGE BLVD,77, , , , ,38.64587619,-90.22728858,746
2,2017-03,3,2017,3/12/17 17:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",4119,MAGNOLIA AVE,27, , ,4119,MAGNOLIA,38.60884553,-90.2523572,747
2,2017-03,3,2017,3/12/17 17:00,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",513,E DE SOTO AVE,64, ,BROTHERS TRANSFER SERVICE,513,DE SOTO,38.67801549,-90.20516522,748
3,2017-03,3,2017,3/12/17 17:15,43016,5,"ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC",5620,MAPLE AVE,48, ,UPSTAIRS APARTMENT,5620,MAPLE,38.66030269,-90.28203417,749
3,2017-03,3,2017,3/12/17 18:00,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1229,S VANDEVENTER AVE,28, , , , ,38.62696865,-90.24978082,750
2,2017-03,3,2017,3/12/17 18:15,69702,6,"LARCENY-ALL OTHER UNDER $500",4216,E KOSSUTH AVE,68, , ,4216,KOSSUTH,38.6709735,-90.22835347,751
2,2017-03,3,2017,3/12/17 19:00,31421,5,"ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS",5855,PAGE BLVD,78, , ,5855,PAGE,38.66814689,-90.28453919,752
